fn,tid,title,ratingcount,theyear,movieid,,,
titles02/index.html.1186,tt0048254,Der Tiger von New York (1955),12163,1955,337,,,
titles02/index.html.119,tt0047437,Sabrina (1954),33551,1954,338,,,
titles02/index.html.1190,tt0036342,Im Schatten des Zweifels (1943),37111,1943,339,,,
titles02/index.html.1191,tt0045897,Ich beichte (1953),11279,1953,340,,,
titles02/index.html.1192,tt0035432,Die Narbenhand (1942),4787,1942,341,,,
titles02/index.html.1193,tt0042832,Unter Geheimbefehl (1950),4124,1950,342,,,
titles02/index.html.1194,tt0048021,Rififi (1955),14719,1955,343,,,
titles02/index.html.1195,tt0042788,Die Ratte von Soho (1950),6194,1950,344,,,
titles02/index.html.1196,tt0040506,Gangster in Key Largo (1948),23298,1948,345,,,
titles02/index.html.12,tt0097123,Verbrechen und andere Kleinigkeiten (1989),34554,1989,346,,,
titles02/index.html.120,tt0029322,Denen ist nichts heilig (1937),3754,1937,347,,,
titles02/index.html.121,tt0032599,His Girl Friday - Sein Mädchen für besondere Fälle (1940),34101,1940,348,,,
titles02/index.html.1211,tt0111705,Who Do You Think You're Fooling? (1994),189,1994,349,,,
titles02/index.html.1216,tt0918927,Glaubensfrage (2008),80912,2008,350,,,
titles02/index.html.1217,tt1149362,Das weiße Band - Eine deutsche Kindergeschichte (2009),41551,2009,351,,,
titles02/index.html.1218,tt1360860,Alles über Elly (2009),14680,2009,352,,,
titles02/index.html.1219,tt0208990,Das Zimmer meines Sohnes (2001),12459,2001,353,,,
titles02/index.html.122,tt0054698,Frühstück bei Tiffany (1961),90979,1961,354,,,
titles02/index.html.1220,tt0278731,Spider (2002),25733,2002,355,,,
titles02/index.html.1221,tt0057495,Shock Corridor (1963),6164,1963,356,,,
titles02/index.html.1222,tt0053619,Die mit der Liebe spielen (1960),13291,1960,357,,,
titles02/index.html.1223,tt1068649,So viele Jahre liebe ich dich (2008),15364,2008,358,,,
titles02/index.html.1224,tt0051077,Eva mit 3 Gesichtern (1957),4253,1957,359,,,
titles02/index.html.1225,tt0022264,The Phantom of Paris (1931),972,1931,360,,,
titles02/index.html.123,tt0079522,Manhattan (1979),83078,1979,361,,,
titles02/index.html.1239,tt0052561,Anatomie eines Mordes (1959),35135,1959,362,,,
titles02/index.html.124,tt0021633,The Bachelor Father (1931),818,1931,363,,,
titles02/index.html.1243,tt0053935,Eiskalt in Alexandrien (1958),2984,1958,364,,,
titles02/index.html.1244,tt0035800,Destroyer (1943),704,1943,365,,,
titles02/index.html.1247,tt0065207,Agenten sterben einsam (1968),32785,1968,366,,,
titles02/index.html.1248,tt0043265,African Queen (1951),50111,1951,367,,,
titles02/index.html.1249,tt0311113,Master & Commander - Bis ans Ende der Welt (2003),140094,2003,368,,,
titles02/index.html.1250,tt0097027,Die Verdammten des Krieges (1989),27348,1989,369,,,
titles02/index.html.1251,tt0082432,Gallipoli (1981),24493,1981,370,,,
titles02/index.html.1252,tt0240510,Die vier Federn (2002),24173,2002,371,,,
titles02/index.html.1253,tt0059885,Colonel von Ryans Expreß (1965),8141,1965,372,,,
titles02/index.html.1267,tt1636227,Parks and Recreation Eagleton (TV Episode 2011),308,2011,373,,,
titles02/index.html.1274,tt0813547,Die Fälscher (2007),30580,2007,374,,,
titles02/index.html.1275,tt0280653,Der Stellvertreter (2002),8712,2002,375,,,
titles02/index.html.1276,tt0073650,Die 120 Tage von Sodom (1975),28383,1975,376,,,
titles02/index.html.1279,tt0053976,Die Jungfrauenquelle (1960),14749,1960,377,,,
titles02/index.html.1295,tt0060522,Wie klaut man eine Million? (1966),11667,1966,378,,,
titles02/index.html.1296,tt0810861,... A Father... A Son... Once Upon a Time in Hollywood (TV Movie 2005),74,2005,379,,,
titles02/index.html.1301,tt0120669,Angst und Schrecken in Las Vegas (1998),172021,1998,380,,,
titles02/index.html.1302,tt0100998,Akira Kurosawa's Träume (1990),15270,1990,381,,,
titles02/index.html.1303,tt0478304,The Tree of Life (2011),108560,2011,382,,,
titles02/index.html.1304,tt0110148,Interview mit einem Vampir - Aus der Chronik der Vampire (1994),193094,1994,383,,,
titles02/index.html.1305,tt0067445,Tod in Venedig (1971),11098,1971,384,,,
titles02/index.html.1306,tt0021331,Das Blut eines Dichters (1932),3222,1932,385,,,
titles02/index.html.1307,tt0059643,Die Handschrift von Saragossa (1965),2779,1965,386,,,
titles02/index.html.1308,tt0064940,Fellinis Satyricon (1969),9720,1969,387,,,
titles02/index.html.1309,tt1212419,Hereafter - Das Leben danach (2010),69425,2010,388,,,
titles02/index.html.1310,tt0074147,Von Angesicht zu Angesicht (1976),2450,1976,389,,,
titles02/index.html.1324,tt0825354,Mission Hill Plan 9 from Mission Hill (or I Married a Gay Man from Outer Space) (TV Episode 2002),42,2002,390,,,
titles02/index.html.1328,tt0057611,Das Schweigen (1963),9325,1963,391,,,
titles02/index.html.1329,tt0077711,Herbstsonate (1978),11098,1978,392,,,
titles02/index.html.1330,tt0063611,Schande (1968),6196,1968,393,,,
titles02/index.html.1331,tt0057358,Licht im Winter (1963),10304,1963,394,,,
titles02/index.html.1332,tt0087884,Paris\,8.1,8820,395,,,
titles02/index.html.1333,tt0091670,Opfer (1986),10180,1986,396,,,
titles02/index.html.1334,tt0054130,Die Nacht (1961),8066,1961,397,,,
titles02/index.html.1335,tt0056058,Harakiri (1962),13453,1962,398,,,
titles02/index.html.1336,tt0046438,Die Reise nach Tokio (1953),18631,1953,399,,,
titles02/index.html.1337,tt0065571,Der Konformist (1970),12653,1970,400,,,
titles02/index.html.1338,tt0061395,Belle de Jour - Schöne des Tages (1967),22439,1967,401,,,
titles02/index.html.1352,tt0319061,Big Fish - Der Zauber\,8,7500,402,,,
titles02/index.html.1356,tt0117381,Zwielicht (1996),99269,1996,403,,,
titles02/index.html.1357,tt0452623,Gone Baby gone - Kein Kinderspiel (2007),148683,2007,404,,,
titles02/index.html.1358,tt0091605,Der Name der Rose (1986),66690,1986,405,,,
titles02/index.html.1359,tt0104257,Eine Frage der Ehre (1992),145459,1992,406,,,
titles02/index.html.1361,tt1132620,Verblendung (2009),139396,2009,407,,,
titles02/index.html.1362,tt0154506,Following (1998),48309,1998,408,,,
titles02/index.html.1363,tt0465538,Michael Clayton (2007),113526,2007,409,,,
titles02/index.html.1364,tt0278504,Insomnia - Schlaflos (2002),169766,2002,410,,,
titles02/index.html.1365,tt0095647,Mississippi Burning - Die Wurzel des Hasses (1988),52664,1988,411,,,
titles02/index.html.138,tt0091021,Exit (1985),14,1985,412,,,
titles02/index.html.1380,tt0684853,Remington Steele In the Steele of the Night (TV Episode 1982),49,1982,413,,,
titles02/index.html.1391,tt0039224,Zelle R 17 (1947),4746,1947,414,,,
titles02/index.html.1394,tt0033149,Nachts unterwegs (1940),4437,1940,415,,,
titles02/index.html.14,tt0107614,Mrs. Doubtfire - Das stachelige Kindermädchen (1993),124836,1993,416,,,
titles02/index.html.1408,tt2441444,Lili Marlene (2007),,2007,417,,,
titles02/index.html.142,tt0130827,Lola rennt (1998),138695,1998,418,,,
titles02/index.html.1422,tt0108399,True Romance (1993),130834,1993,419,,,
titles02/index.html.1436,tt0345561,La leggenda di Al\,6.1,6300,420,,,
titles02/index.html.1439,tt0049833,Die zehn Gebote (1956),37792,1956,421,,,
titles02/index.html.1440,tt0056264,Meuterei auf der Bounty (1962),9363,1962,422,,,
titles02/index.html.1441,tt0056059,Hatari (1962),7219,1962,423,,,
titles02/index.html.1442,tt0120744,Der Mann in der eisernen Maske (1998),95874,1998,424,,,
titles02/index.html.1443,tt0245844,Monte Cristo (2002),85719,2002,425,,,
titles02/index.html.1444,tt0054331,Spartacus (1960),81588,1960,426,,,
titles02/index.html.1445,tt0073012,Die vier Halunken der Königin (1974),6591,1974,427,,,
titles02/index.html.1446,tt1186830,Agora - Die Säulen des Himmels (2009),40671,2009,428,,,
titles02/index.html.1447,tt0058777,Zulu (1964),24152,1964,429,,,
titles02/index.html.1448,tt0066473,Tora! Tora! Tora! (1970),20804,1970,430,,,
titles02/index.html.1449,tt0375154,Tristan + Isolde (2006),39614,2006,431,,,
titles02/index.html.145,tt0019702,Erpressung (1929),5938,1929,432,,,
titles02/index.html.1450,tt0108358,Tombstone (1993),75804,1993,433,,,
titles02/index.html.146,tt0091474,Blutmond (1986),39679,1986,434,,,
titles02/index.html.1464,tt0064622,Magic Christian (1969),2149,1969,435,,,
titles02/index.html.1468,tt0049470,Der Mann\,7.5,7200,436,,,
titles02/index.html.147,tt0425210,Lucky Number Slevin (2006),215991,2006,437,,,
titles02/index.html.1470,tt0073802,Die drei Tage des Condor (1975),27026,1975,438,,,
titles02/index.html.1471,tt0443543,The Illusionist - Nichts ist wie es scheint (2006),225695,2006,439,,,
titles02/index.html.1472,tt0387131,Der ewige Gärtner (2005),92479,2005,440,,,
titles02/index.html.1473,tt0073580,Beruf: Reporter (1975),11940,1975,441,,,
titles02/index.html.1474,tt0101669,Schatten der Vergangenheit (1991),19121,1991,442,,,
titles02/index.html.1475,tt0206634,Children of Men (2006),294420,2006,443,,,
titles02/index.html.1476,tt0324554,Sehnsüchtig (2004),37733,2004,444,,,
titles02/index.html.1477,tt0125659,Öffne die Augen (1997),43591,1997,445,,,
titles02/index.html.1478,tt1139797,So finster die Nacht (2008),143919,2008,446,,,
titles02/index.html.148,tt0029811,Jung und unschuldig (1937),5332,1937,447,,,
titles02/index.html.149,tt0289765,Roter Drache (2002),164519,2002,448,,,
titles02/index.html.1492,tt0076788,Deckname Sweeny (1977),485,1977,449,,,
titles02/index.html.1499,tt0042804,Die Vergessenen (1950),10710,1950,450,,,
titles02/index.html.15,tt0018742,Der Kameramann (1928),5912,1928,451,,,
titles02/index.html.150,tt0065112,Topas (1969),10380,1969,452,,,
titles02/index.html.1501,tt0054248,Rocco und seine Brüder (1960),8889,1960,453,,,
titles02/index.html.1503,tt1235166,Ein Prophet (2009),63032,2009,454,,,
titles02/index.html.1504,tt0057869,Die Außenseiterbande (1964),12586,1964,455,,,
titles02/index.html.1505,tt0060138,Zum Beispiel Balthasar (1966),8524,1966,456,,,
titles02/index.html.1506,tt0070379,Hexenkessel (1973),54260,1973,457,,,
titles02/index.html.152,tt0247586,Die neun Königinnen (2000),27621,2000,458,,,
titles02/index.html.1520,tt0794374,Yihe yuan (2006),1615,2006,459,,,
titles02/index.html.1523,tt1605783,Midnight in Paris (2011),221572,2011,460,,,
titles02/index.html.1524,tt0055256,Eins\,http://www.imdb.com/title/tt0055256/,11935,461,0,,
titles02/index.html.1525,tt1045658,Silver Linings (2012),354393,2012,462,,,
titles02/index.html.1526,tt2334873,Blue Jasmine (2013),74652,2013,463,,,
titles02/index.html.1527,tt0063462,Frühling für Hitler (1967),32666,1967,464,,,
titles02/index.html.1529,tt0063415,Der Partyschreck (1968),24528,1968,465,,,
titles02/index.html.1530,tt0066765,Die wunderbare Welt der Schwerkraft (1971),18523,1971,466,,,
titles02/index.html.1531,tt0084352,Monty Python Live at the Hollywood Bowl (1982),9838,1982,467,,,
titles02/index.html.1532,tt0795368,Sterben für Anfänger (2007),74812,2007,468,,,
titles02/index.html.1533,tt0218839,Best in Show (2000),39785,2000,469,,,
titles02/index.html.1534,tt0050706,Mein Onkel (1958),10560,1958,470,,,
titles02/index.html.1548,tt0086206,Ronde de nuit (1984),83,1984,471,,,
titles02/index.html.1560,tt0301357,Good Bye Lenin! (2003),91044,2003,472,,,
titles02/index.html.1562,tt0098635,Harry und Sally (1989),118446,1989,473,,,
titles02/index.html.1576,tt1621432,Adventures in the Sin Bin (2012),267,2012,474,,,
titles02/index.html.1579,tt0071129,Amarcord (1973),23480,1973,475,,,
titles02/index.html.1581,tt0046521,Die Müßiggänger (1953),7941,1953,476,,,
titles02/index.html.1582,tt0069191,Fellinis Roma (1972),7030,1972,477,,,
titles02/index.html.1583,tt0011909,The Affairs of Anatol (1921),999,1921,478,,,
titles02/index.html.1584,tt0032143,Die Frauen (1939),8218,1939,479,,,
titles02/index.html.1585,tt0081554,Stardust Memories (1980),12779,1980,480,,,
titles02/index.html.1586,tt0071487,Das Gespenst der Freiheit (1974),7980,1974,481,,,
titles02/index.html.1587,tt0088184,Stranger Than Paradise (1984),19517,1984,482,,,
titles02/index.html.1588,tt0102536,Night on Earth (1991),30604,1991,483,,,
titles02/index.html.1589,tt0245574,...mit deiner Mutter auch! (2001),75928,2001,484,,,
titles02/index.html.1590,tt0023349,Polly of the Circus (1932),755,1932,485,,,
titles02/index.html.16,tt0040458,Geheimnis der Mutter (1948),3300,1948,486,,,
titles02/index.html.1604,tt0705262,Die Sopranos Marco Polo (TV Episode 2004),835,2004,487,,,
titles02/index.html.1607,tt0116922,Lost Highway (1997),76443,1997,488,,,
titles02/index.html.1608,tt0235198,Audition (1999),44241,1999,489,,,
titles02/index.html.1611,tt0365376,Janghwa\,7.3,6900,490,,,
titles02/index.html.1612,tt0085333,Christine (1983),38714,1983,491,,,
titles02/index.html.1613,tt0105665,Twin Peaks - Der Film (1992),39735,1992,492,,,
titles02/index.html.1614,tt0161081,Schatten der Wahrheit (2000),83684,2000,493,,,
titles02/index.html.1615,tt0048977,Böse Saat (1956),7602,1956,494,,,
titles02/index.html.1616,tt1077368,Dark Shadows (2012),147014,2012,495,,,
titles02/index.html.1617,tt0098253,Santa sangre (1989),10273,1989,496,,,
titles02/index.html.1618,tt0265349,The Mothman Prophecies - Tödliche Visionen (2002),54115,2002,497,,,
titles02/index.html.1632,tt0583660,Friends The One with the Yeti (TV Episode 1998),701,1998,498,,,
titles02/index.html.1636,tt0020439,Speedway (1929),496,1929,499,,,
titles02/index.html.1637,tt0012952,Blut und Sand (1922),863,1922,500,,,
titles02/index.html.1638,tt0126916,Aus Liebe zum Spiel (1999),22056,1999,501,,,
titles02/index.html.1639,tt0055489,Sommer und Rauch (1961),1192,1961,502,,,
titles02/index.html.1640,tt0011841,Mädchenlos (1920),3134,1920,503,,,
titles02/index.html.1641,tt0012675,Der Scheich (1921),2103,1921,504,,,
titles02/index.html.1642,tt0090863,Die Farbe des Geldes (1986),46480,1986,505,,,
titles02/index.html.1643,tt0016884,Es war (1926),2775,1926,506,,,
titles02/index.html.1644,tt0018618,Pflicht und Liebe (1928),726,1928,507,,,
titles02/index.html.1645,tt0035015,Der Glanz des Hauses Amberson (1942),14021,1942,508,,,
titles02/index.html.1646,tt0048673,Traum meines Lebens (1955),4793,1955,509,,,
titles02/index.html.1660,tt0576641,Fame The Deal (TV Episode 1984),,1984,510,,,
titles02/index.html.1663,tt0053946,Wer den Wind sät (1960),16683,1960,511,,,
titles02/index.html.1665,tt0063227,Der Löwe im Winter (1968),19622,1968,512,,,
titles02/index.html.1667,tt0870111,Frost/Nixon (2008),76863,2008,513,,,
titles02/index.html.1668,tt0433383,Good Night\,7.6,5580,514,,,
titles02/index.html.1669,tt0110932,Quiz Show - Der Skandal (1994),45526,1994,515,,,
titles02/index.html.1670,tt0045943,Julius Caesar (1953),6174,1953,516,,,
titles02/index.html.1671,tt0115988,Hexenjagd (1996),24089,1996,517,,,
titles02/index.html.1672,tt0323944,Lüge und Wahrheit - Shattered Glass (2003),25616,2003,518,,,
titles02/index.html.1674,tt0026752,Meuterei auf der Bounty (1935),13024,1935,519,,,
titles02/index.html.1688,tt0971336,Biography Milton Berle: Mr. Television (TV Episode),,2010,520,,,
titles02/index.html.169,tt0032904,Die Nacht vor der Hochzeit (1940),42335,1940,521,,,
titles02/index.html.1691,tt0092263,City Wolf (1986),13265,1986,522,,,
titles02/index.html.1692,tt0079116,Flucht von Alcatraz (1979),66636,1979,523,,,
titles02/index.html.1693,tt0070034,Der Mann mit der Todeskralle (1973),64271,1973,524,,,
titles02/index.html.1694,tt0108188,Sonatine (1993),10791,1993,525,,,
titles02/index.html.1695,tt0097202,Blast Killer (1989),33042,1989,526,,,
titles02/index.html.1697,tt0104815,El mariachi (1992),41910,1992,527,,,
titles02/index.html.1699,tt0098360,Sono otoko\,7.2,6180,528,,,
titles02/index.html.17,tt0083745,Komm' zurück\,7.7,6540,529,,,
titles02/index.html.170,tt0029947,Leoparden küßt man nicht (1938),37527,1938,530,,,
titles02/index.html.1700,tt0104684,Lat sau san taam (1992),32570,1992,531,,,
titles02/index.html.1701,tt0399146,A History of Violence (2005),154987,2005,532,,,
titles02/index.html.1702,tt0328107,Mann unter Feuer (2004),205401,2004,533,,,
titles02/index.html.171,tt0030993,Lebenskünstler (1938),14508,1938,534,,,
titles02/index.html.1716,tt3332310,Smashing UK Top 10 Top 10 Film Directors (TV Episode 2013),,2013,535,,,
titles02/index.html.1720,tt0120102,Sieben Jahre in Tibet (1997),75229,1997,536,,,
titles02/index.html.1721,tt0443272,Lincoln (2012),146016,2012,537,,,
titles02/index.html.1724,tt0119485,Kundun (1997),18709,1997,538,,,
titles02/index.html.1726,tt0034167,Sergeant York (1941),10521,1941,539,,,
titles02/index.html.1727,tt0052738,Das Tagebuch der Anne Frank (1959),8064,1959,540,,,
titles02/index.html.1728,tt0060107,Andrej Rubljow (1966),18272,1966,541,,,
titles02/index.html.1729,tt0036910,Heinrich V. (1944),3834,1944,542,,,
titles02/index.html.1730,tt0892255,Che: Part One (2008),32227,2008,543,,,
titles02/index.html.1744,tt0053994,Entführt - Die Abenteuer des David Balfour (1960),700,1960,544,,,
titles02/index.html.1745,tt0053752,Bankraub des Jahrhunderts (1960),513,1960,545,,,
titles02/index.html.1746,tt1590733,Who Wants to Be a Millionaire Episode #7.102 (TV Episode 2009),,2009,546,,,
titles02/index.html.1755,tt0393109,Brick (2005),71942,2005,547,,,
titles02/index.html.1757,tt0842929,Paranoid Park (2007),22245,2007,548,,,
titles02/index.html.1758,tt0112688,Clockers (1995),14368,1995,549,,,
titles02/index.html.1759,tt0119448,Karakter (1997),8256,1997,550,,,
titles02/index.html.1760,tt0057254,Die Totenliste (1963),2832,1963,551,,,
titles02/index.html.177,tt0022489,Tonight or Never (1931),1053,1931,552,,,
titles02/index.html.1774,tt0101540,Kap der Angst (1991),102119,1991,553,,,
titles02/index.html.1786,tt0443455,Brand Upon the Brain! A Remembrance in 12 Chapters (2006),2401,2006,554,,,
titles02/index.html.179,tt0018311,The Red Mill (1927),984,1927,555,,,
titles02/index.html.180,tt0028842,Ever Since Eve (1937),994,1937,556,,,
titles02/index.html.1805,tt0078841,Willkommen\,8.1,7800,557,,,
titles02/index.html.1806,tt0427944,Thank You for Smoking (2005),166413,2005,558,,,
titles02/index.html.1808,tt0128445,Rushmore (1998),103560,1998,559,,,
titles02/index.html.1811,tt0265666,Die Royal Tenenbaums (2001),159811,2001,560,,,
titles02/index.html.1812,tt1306980,50/50 - Freunde fürs (Über)leben (2011),207726,2011,561,,,
titles02/index.html.1813,tt1033575,The Descendants - Familie und andere Angelegenheiten (2011),164099,2011,562,,,
titles02/index.html.1815,tt0367089,Der Tintenfisch und der Wal (2005),50816,2005,563,,,
titles02/index.html.1816,tt0340377,Station Agent (2003),45086,2003,564,,,
titles02/index.html.1830,tt0881934,The Killing of John Lennon (2006),1190,2006,565,,,
titles02/index.html.1835,tt1020558,Centurion (2010),51500,2010,566,,,
titles02/index.html.1837,tt1034303,Unbeugsam (2008),92625,2008,567,,,
titles02/index.html.1839,tt0050356,Duell im Atlantik (1957),5547,1957,568,,,
titles02/index.html.1840,tt0060588,Khartoum - Aufstand am Nil (1966),3814,1966,569,,,
titles02/index.html.1841,tt0325710,Last Samurai (2003),241462,2003,570,,,
titles02/index.html.1842,tt0056197,Der längste Tag (1962),35461,1962,571,,,
titles02/index.html.1843,tt0075784,Die Brücke von Arnheim (1977),32836,1977,572,,,
titles02/index.html.1858,tt0094734,Beverly Hills Vamp (1989),406,1989,573,,,
titles02/index.html.1863,tt0065214,The Wild Bunch - Sie kannten kein Gesetz (1969),53674,1969,574,,,
